Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1
EURGBP;EUR;GBP;Euro vs Great Britain Pound ;5;0.000010;9;0.000010;1.344500;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;EUR;1970.01.01 00:00;1970.01.01 00:00;-7.000000;2.600000;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;400.055085;0.872980;0.873070;Currency;Undefined;0.003036;0.008118;0.018646
EURUSD;EUR;USD;Euro vs US Dollar;5;0.000010;4;0.000010;1.000000;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;EUR;1970.01.01 00:00;1970.01.01 00:00;-10.000000;3.600000;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;813.986008;1.173820;1.173860;Currency;Undefined;0.007576;0.018152;0.041763
GBPUSD;GBP;USD;Great Britan Pound vs US Dollar;5;0.000010;10;0.000010;1.000000;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;GBP;1970.01.01 00:00;1970.01.01 00:00;-4.300000;-3.200000;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;853.792623;1.344500;1.344600;Currency;Undefined;0.008694;0.021054;0.049387
ADAUSD;USD;USD;Cardano vs USD;4;0.000100;6;0.000100;0.000100;1.000000;4;2;100.000000;100000.000000;100.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-2.900000;-1.000000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;0.048634;0.803500;0.804100;Crypto Currency;Undefined;0.044757;0.131914;0.327621
BNBUSD;USD;USD;BNB vs USD;2;0.010000;52;0.010000;0.010000;1.000000;4;2;0.100000;1000.000000;0.100000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-48.600000;-25.600000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;46.806844;1005.920000;1006.440000;Crypto Currency;Undefined;44.484286;70.887143;149.317857
DOGEUSD;USD;USD;Dogecoin vs USD;5;0.000010;28;0.000010;0.000010;1.000000;4;2;1000.000000;10000000.000000;100.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-8.600000;-3.000000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;0.018830;0.231940;0.232220;Crypto Currency;Undefined;0.018349;0.039974;0.113478
BTCUSD;USD;USD;Bitcoin vs USD;2;0.010000;1100;0.010000;0.010000;1.000000;4;2;0.010000;1000.000000;0.010000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-4050.400000;-1417.600000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;3473.168483;113875.500000;113886.500000;Crypto Currency;Undefined;2798.678571;6986.227857;18322.640000
ETHUSD;USD;USD;Ethereum vs USD;2;0.010000;28;0.010000;0.010000;1.000000;4;2;0.100000;1000.000000;0.100000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-148.700000;-52.100000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;230.023279;4137.360000;4137.640000;Crypto Currency;Undefined;202.384286;503.868571;969.693571
SOLUSD;USD;USD;Solana vs USD;3;0.001000;155;0.001000;0.001000;1.000000;4;2;1.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-74.180000;-25.960000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;14.006423;208.270000;208.425000;Crypto Currency;Undefined;13.675357;28.049571;69.539071
XRPUSD;USD;USD;Ripple vs USD;4;0.000100;34;0.000100;0.000100;1.000000;4;2;10.000000;100000.000000;10.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-10.300000;-3.610000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;0.153690;2.837700;2.841100;Crypto Currency;Undefined;0.147671;0.411221;0.777564
