Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1
ADAUSD;USD;USD;Cardano vs USD;4;0.000100;6;0.000100;0.000100;1.000000;4;2;100.000000;100000.000000;100.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-3.200000;-1.100000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;0.051371;0.858900;0.859500;Crypto Currency;Undefined;0.047943;0.134986;0.327621
BNBUSD;USD;USD;BNB vs USD;2;0.010000;70;0.010000;0.010000;1.000000;4;2;0.100000;1000.000000;0.100000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-55.000000;-29.200000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;74.016248;1319.940000;1320.600000;Crypto Currency;Undefined;56.751429;83.596429;149.317857
DOGEUSD;USD;USD;Dogecoin vs USD;5;0.000010;46;0.000010;0.000010;1.000000;4;2;1000.000000;10000000.000000;100.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-9.600000;-3.400000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;0.020102;0.261760;0.262220;Crypto Currency;Undefined;0.017731;0.041171;0.113478
BTCUSD;USD;USD;Bitcoin vs USD;2;0.010000;1100;0.010000;0.010000;1.000000;4;2;0.010000;1000.000000;0.010000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-4458.900000;-1578.800000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;4078.467432;124552.500000;124563.500000;Crypto Currency;Undefined;3401.285714;7366.294286;18322.640000
ETHUSD;USD;USD;Ethereum vs USD;2;0.010000;28;0.010000;0.010000;1.000000;4;2;0.100000;1000.000000;0.100000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-166.000000;-58.800000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;265.601100;4707.520000;4707.800000;Crypto Currency;Undefined;210.541429;520.627857;969.693571
SOLUSD;USD;USD;Solana vs USD;3;0.001000;215;0.001000;0.001000;1.000000;4;2;1.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-85.870000;-30.400000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;15.910121;230.050000;230.265000;Crypto Currency;Undefined;13.926786;29.262571;69.539071
XRPUSD;USD;USD;Ripple vs USD;4;0.000100;57;0.000100;0.000100;1.000000;4;2;10.000000;100000.000000;10.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-11.290000;-4.000000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;0.161031;2.972300;2.978000;Crypto Currency;Undefined;0.150079;0.413614;0.777564
EURUSD;EUR;USD;Euro vs US Dollar;5;0.000010;2;0.000010;1.000000;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;EUR;1970.01.01 00:00;1970.01.01 00:00;-10.100000;3.800000;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;757.766451;1.165920;1.165940;Currency;Undefined;0.007284;0.016689;0.041763
GBPUSD;GBP;USD;Great Britan Pound vs US Dollar;5;0.000010;5;0.000010;1.000000;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;GBP;1970.01.01 00:00;1970.01.01 00:00;-4.800000;-2.600000;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;810.346537;1.339970;1.340020;Currency;Undefined;0.008969;0.019206;0.049387
EURGBP;EUR;GBP;Euro vs Great Britain Pound ;5;0.000010;7;0.000010;1.339970;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;EUR;1970.01.01 00:00;1970.01.01 00:00;-6.400000;2.000000;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;429.043618;0.870070;0.870140;Currency;Undefined;0.003275;0.008037;0.018646
