Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1
EURGBP;EUR;GBP;Euro vs Great Britain Pound ;5;0.000010;6;0.000010;1.347910;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;EUR;1970.01.01 00:00;1970.01.01 00:00;-6.900000;2.500000;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;399.801712;0.870220;0.870280;Currency;Undefined;0.003036;0.008118;0.018646
EURUSD;EUR;USD;Euro vs US Dollar;5;0.000010;2;0.000010;1.000000;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;EUR;1970.01.01 00:00;1970.01.01 00:00;-10.000000;3.500000;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;813.410445;1.172990;1.173010;Currency;Undefined;0.007576;0.018152;0.041763
GBPUSD;GBP;USD;Great Britan Pound vs US Dollar;5;0.000010;2;0.000010;1.000000;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;GBP;1970.01.01 00:00;1970.01.01 00:00;-4.300000;-3.200000;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;855.964412;1.347920;1.347940;Currency;Undefined;0.008694;0.021054;0.049387
ADAUSD;USD;USD;Cardano vs USD;4;0.000100;6;0.000100;0.000100;1.000000;4;2;100.000000;100000.000000;100.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-3.000000;-1.100000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;0.051176;0.845500;0.846100;Crypto Currency;Undefined;0.044757;0.131914;0.327621
BNBUSD;USD;USD;BNB vs USD;2;0.010000;56;0.010000;0.010000;1.000000;4;2;0.100000;1000.000000;0.100000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-52.300000;-27.700000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;47.398723;1018.640000;1019.200000;Crypto Currency;Undefined;44.484286;70.887143;149.317857
DOGEUSD;USD;USD;Dogecoin vs USD;5;0.000010;30;0.000010;0.000010;1.000000;4;2;1000.000000;10000000.000000;100.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-8.800000;-3.100000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;0.020014;0.246520;0.246820;Crypto Currency;Undefined;0.018349;0.039974;0.113478
BTCUSD;USD;USD;Bitcoin vs USD;2;0.010000;1100;0.010000;0.010000;1.000000;4;2;0.010000;1000.000000;0.010000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-4226.400000;-1490.300000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;3580.679922;117400.500000;117411.500000;Crypto Currency;Undefined;2798.678571;6986.227857;18322.640000
ETHUSD;USD;USD;Ethereum vs USD;2;0.010000;90;0.010000;0.010000;1.000000;4;2;0.100000;1000.000000;0.100000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-156.300000;-55.100000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;241.002501;4334.840000;4335.740000;Crypto Currency;Undefined;202.384286;503.868571;969.693571
SOLUSD;USD;USD;Solana vs USD;3;0.001000;135;0.001000;0.001000;1.000000;4;2;1.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-79.270000;-27.950000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;14.798307;220.045000;220.180000;Crypto Currency;Undefined;13.675357;28.049571;69.539071
XRPUSD;USD;USD;Ripple vs USD;4;0.000100;48;0.000100;0.000100;1.000000;4;2;10.000000;100000.000000;10.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-10.740000;-3.790000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;0.159935;2.953000;2.957800;Crypto Currency;Undefined;0.147671;0.411221;0.777564
