Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1
EURGBP;EUR;GBP;Euro vs Great Britain Pound ;5;0.000010;8;0.000010;1.344190;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;EUR;1970.01.01 00:00;1970.01.01 00:00;-6.900000;2.500000;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;407.043263;0.871630;0.871710;Currency;Undefined;0.003170;0.008118;0.018646
EURUSD;EUR;USD;Euro vs US Dollar;5;0.000010;2;0.000010;1.000000;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;EUR;1970.01.01 00:00;1970.01.01 00:00;-10.000000;3.500000;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;810.425576;1.171700;1.171720;Currency;Undefined;0.007409;0.018152;0.041763
GBPUSD;GBP;USD;Great Britan Pound vs US Dollar;5;0.000010;7;0.000010;1.000000;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;GBP;1970.01.01 00:00;1970.01.01 00:00;-4.800000;-2.800000;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;842.536234;1.344190;1.344260;Currency;Undefined;0.008713;0.021054;0.049387
ADAUSD;USD;USD;Cardano vs USD;4;0.000100;6;0.000100;0.000100;1.000000;4;2;100.000000;100000.000000;100.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-3.000000;-1.100000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;0.054569;0.873500;0.874100;Crypto Currency;Undefined;0.046229;0.131914;0.327621
BNBUSD;USD;USD;BNB vs USD;2;0.010000;66;0.010000;0.010000;1.000000;4;2;0.100000;1000.000000;0.100000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-51.300000;-27.200000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;49.855918;1072.620000;1073.280000;Crypto Currency;Undefined;45.868571;70.887143;149.317857
DOGEUSD;USD;USD;Dogecoin vs USD;5;0.000010;32;0.000010;0.000010;1.000000;4;2;1000.000000;10000000.000000;100.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-8.600000;-3.100000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;0.021310;0.258620;0.258940;Crypto Currency;Undefined;0.018669;0.039974;0.113478
BTCUSD;USD;USD;Bitcoin vs USD;2;0.010000;1100;0.010000;0.010000;1.000000;4;2;0.010000;1000.000000;0.010000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-4237.100000;-1495.500000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;3826.749094;120779.500000;120790.500000;Crypto Currency;Undefined;3027.785714;6986.227857;18322.640000
ETHUSD;USD;USD;Ethereum vs USD;2;0.010000;28;0.010000;0.010000;1.000000;4;2;0.100000;1000.000000;0.100000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-155.000000;-54.700000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;248.990926;4492.660000;4492.940000;Crypto Currency;Undefined;207.842857;503.868571;969.693571
SOLUSD;USD;USD;Solana vs USD;3;0.001000;155;0.001000;0.001000;1.000000;4;2;1.000000;10000.000000;1.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-77.540000;-27.370000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;16.026106;231.995000;232.160000;Crypto Currency;Undefined;14.211786;28.049571;69.539071
XRPUSD;USD;USD;Ripple vs USD;4;0.000100;50;0.000100;0.000100;1.000000;4;2;10.000000;100000.000000;10.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;1970.01.01 00:00;-10.620000;-3.750000;1;4;00:05-23:59 00:04-23:59 00:04-23:59 00:04-23:59 00:04-23:55 ;0.169048;3.080700;3.085700;Crypto Currency;Undefined;0.151986;0.411221;0.777564
