Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginRate;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;VaR_to_Ask_Ratio
AUS200;AUD;AUD;Australian Stock Index;1;0.1;8;0.1;0.64676;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;AUD;1970.01.01 00:00;0.0;-12.57;-343597384;1;5;0.0;469.974943;8645.9;8646.7;Undefined;Undefined;0.05435309921704234
FCHI40;EUR;EUR;France 40;1;0.1;8;0.1;1.15928;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-7.37;-687194767;1;5;0.0;1240.520618;7791.1;7791.7;Undefined;Undefined;0.15921052119563125
GDAXI;EUR;EUR;Germany 40;1;0.1;8;0.1;1.15928;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-24.26;515396076;1;5;0.0;4316.005912;24224.8;24225.6;Undefined;Undefined;0.17815888613697906
NDX;USD;USD;US Tech 100;1;0.1;8;0.1;1.0;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-38.94;-1546188227;1;5;0.0;2438.394138;22959.0;22959.8;Indexes;Undefined;0.10620276038989887
SPA35;EUR;EUR;Spanish IBEX35 Index;1;0.1;52;0.1;1.1593;10.0;4;2;0.1;100.0;0.1;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-14.21;-1202590843;1;5;0.0;2829.71455;13956.1;13961.3;Undefined;Undefined;0.20268274086224064
AAL;USD;USD;American Airlines Group Inc;2;0.01;1;0.01;0.01;1.0;3;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-6.2;1717986918;5;5;0.0;0.774879;12.28;12.29;Industrials;Airlines;0.06304955248169243
ACHC;USD;USD;Acadia Healthcare Co Inc;2;0.01;11;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-6.2;1717986918;5;5;0.0;0.915659;22.63;22.74;Healthcare;Medical Care Facilities;0.04026644678979772
ADBE;USD;USD;Adobe Inc;2;0.01;28;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-6.2;1717986918;5;5;0.0;10.50025;361.6;361.88;Technology;Software - Infrastructure;0.029015833978114292
ADI;USD;USD;Analog Devices Inc;2;0.01;3;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-6.2;1717986918;5;5;0.0;4.880878;240.71;240.74;Technology;Semiconductors;0.020274478690703663
ADP;USD;USD;Automatic Data Processing Inc;2;0.01;35;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-6.2;1717986918;5;5;0.0;6.77599;299.96;300.31;Industrials;Staffing & Employment Services;0.022563317904831674
