Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginRate;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;VaR_to_Ask_Ratio
AUS200;AUD;AUD;Australian Stock Index;1;0.1;10;0.1;0.64923;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;AUD;1970.01.01 00:00;0.0;-12.45;343597384;1;5;0.0;652.981956;8556.8;8557.8;Undefined;Undefined;0.07630254925331277
FCHI40;EUR;EUR;France 40;1;0.1;70;0.1;1.14173;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-7.97;-1202590843;1;5;0.0;1196.691254;7792.7;7799.7;Undefined;Undefined;0.15342785671243767
GDAXI;EUR;EUR;Germany 40;1;0.1;7;0.1;1.14173;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-26.17;1546188227;1;5;0.0;3681.232268;24270.4;24271.1;Undefined;Undefined;0.1516714227208491
NDX;USD;USD;US Tech 100;1;0.1;11;0.1;1.0;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-36.85;1374389535;1;5;0.0;4151.811137;21725.4;21726.5;Indexes;Undefined;0.1910943381124433
SPA35;EUR;EUR;Spanish IBEX35 Index;1;0.1;52;0.1;1.14173;10.0;4;2;0.1;100.0;0.1;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-15.39;1546188226;1;5;0.0;1775.604972;14096.7;14101.9;Undefined;Undefined;0.12591246371056383
AAL;USD;USD;American Airlines Group Inc;2;0.01;1;0.01;0.01;1.0;3;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;0.504587;11.43;11.44;Industrials;Airlines;0.04410725524475525
ACHC;USD;USD;Acadia Healthcare Co Inc;2;0.01;9;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;1.402113;22.52;22.61;Healthcare;Medical Care Facilities;0.06201295886775763
ADBE;USD;USD;Adobe Inc;2;0.01;84;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;9.885332;413.56;414.4;Technology;Software - Infrastructure;0.023854565637065638
ADI;USD;USD;Analog Devices Inc;2;0.01;18;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;8.434681;218.32;218.5;Technology;Semiconductors;0.0386026590389016
ADP;USD;USD;Automatic Data Processing Inc;2;0.01;28;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;3.357473;326.05;326.33;Industrials;Staffing & Employment Services;0.010288582110133915
