Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginRate;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;VaR_to_Ask_Ratio
AUS200;AUD;AUD;Australian Stock Index;1;0.1;8;0.1;0.65297;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;AUD;1970.01.01 00:00;0.0;-12.22;1202590843;1;5;0.0;427.531157;8540.5;8541.3;Undefined;Undefined;0.050054576820858655
FCHI40;EUR;EUR;France 40;1;0.1;70;0.1;1.17193;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-7.55;-343597384;1;5;0.0;867.667029;7692.8;7699.8;Undefined;Undefined;0.11268695667419933
GDAXI;EUR;EUR;Germany 40;1;0.1;7;0.1;1.17193;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-24.91;-515396076;1;5;0.0;3755.910303;24064.9;24065.6;Undefined;Undefined;0.156069672187687
NDX;USD;USD;US Tech 100;1;0.1;7;0.1;1.0;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-38.38;-1374389535;1;5;0.0;3152.927747;22541.7;22542.4;Indexes;Undefined;0.1398665513432465
SPA35;EUR;EUR;Spanish IBEX35 Index;1;0.1;52;0.1;1.17193;10.0;4;2;0.1;100.0;0.1;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-14.68;-1374389534;1;5;0.0;2584.439578;13963.5;13968.7;Undefined;Undefined;0.18501647096723386
AAL;USD;USD;American Airlines Group Inc;2;0.01;1;0.01;0.01;1.0;3;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;0.555477;11.29;11.3;Industrials;Airlines;0.04915725663716814
ACHC;USD;USD;Acadia Healthcare Co Inc;2;0.01;7;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;0.981536;21.85;21.92;Healthcare;Medical Care Facilities;0.04477810218978102
ADBE;USD;USD;Adobe Inc;2;0.01;33;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;12.621498;385.79;386.12;Technology;Software - Infrastructure;0.03268801926862116
ADI;USD;USD;Analog Devices Inc;2;0.01;16;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;5.849323;236.9;237.06;Technology;Semiconductors;0.024674441069771368
ADP;USD;USD;Automatic Data Processing Inc;2;0.01;30;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;6.495279;303.45;303.75;Industrials;Staffing & Employment Services;0.021383634567901235
ADSK;USD;USD;Autodesk Inc;2;0.01;27;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;5.076303;304.95;305.22;Technology;Software - Application;0.016631619815215253
AKAM;USD;USD;Akamai Technologies Inc;2;0.01;7;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;1.612085;79.55;79.62;Technology;Software - Infrastructure;0.020247236875156994
ALGN;USD;USD;Align Technology Inc;2;0.01;67;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;5.78775;188.39;189.06;Healthcare;Medical Devices;0.03061329736591558
ALNY;USD;USD;Alnylam Pharmaceuticals Inc;2;0.01;436;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;8.389033;321.06;325.42;Healthcare;Biotechnology;0.025779094708376863
AMAT;USD;USD;Applied Materials Inc;2;0.01;14;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;5.840275;183.19;183.33;Technology;Semiconductor Equipment & Materials;0.03185662466590301
AMD;USD;USD;Advanced Micro Devices Inc;2;0.01;3;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;7.115572;143.74;143.77;Technology;Semiconductors;0.049492745357167696
AMED;USD;USD;Amedisys Inc;2;0.01;35;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;1.065756;97.79;98.14;Healthcare;Medical Care Facilities;0.010859547585082535
AMGN;USD;USD;Amgen Inc;2;0.01;11;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;7.793929;277.15;277.26;Healthcare;Drugs Manufacturers - General;0.028110542451128907
AMKR;USD;USD;Amkor Technology Inc;2;0.01;1;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;0.716621;21.16;21.17;Technology;Semiconductors;0.033850779404818135
AMZN;USD;USD;Amazon.com Inc;2;0.01;4;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;4.936921;222.89;222.93;Consumer Cyclical;Internet Retail;0.022145610729825505
ANSS;USD;USD;ANSYS Inc;2;0.01;215;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;4.378765;345.95;348.1;Technology;Software - Application;0.012579043378339556
APA;USD;USD;APA Corp;2;0.01;1;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;0.978792;18.57;18.58;Energy;Oil & Gas E&P;0.05267987082884823
APLS;USD;USD;Apellis Pharmaceuticals Inc;2;0.01;6;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;1.021746;17.43;17.49;Healthcare;Biotechnology;0.05841886792452831
ARCC;USD;USD;Ares Capital Corp;2;0.01;1;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;0.336649;21.95;21.96;Financial;Assets Management;0.01533010018214936
ARWR;USD;USD;Arrowhead Pharmaceuticals Inc;2;0.01;2;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;0.749373;16.05;16.07;Healthcare;Biotechnology;0.046631798382078406
AVGO;USD;USD;Broadcom Inc;2;0.01;3;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;9.495173;269.32;269.35;Technology;Semiconductors;0.035252173751624274
AXON;USD;USD;Axon Enterprise Inc;2;0.01;475;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;22.629052;816.25;821.0;Industrials;Aerospace & Defence;0.027562791717417785
AZTA;USD;USD;Azenta Inc;2;0.01;51;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;1.295741;30.46;30.97;Technology;Semiconductor Equipment & Materials;0.041838585728123996
BIIB;USD;USD;Biogen Inc;2;0.01;22;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;3.500344;125.89;126.11;Healthcare;Drugs Manufacturers - General;0.02775627626675125
BKNG;USD;USD;Booking Holdings Inc;2;0.01;1960;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;121.881975;5695.11;5714.71;Consumer Cyclical;Travel Services;0.021327762038668627
