Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;VaR_to_Ask_Ratio
6A_U;USD;USD;Australian Dollar September;5;1e-05;10;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1970.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;530.420405;0.6515;0.6516;Currency;Undefined;814.0276319828115
6B_U;USD;USD;British Pound September;4;0.0001;1;0.0001;6.25;1.0;4;2;1.0;20.0;1.0;2130.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;610.867976;1.3432;1.3433;Currency;Undefined;454.7517129457307
6C_U;USD;USD;Canadian Dollar September;5;1e-05;10;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1440.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;370.548921;0.72675;0.72685;Currency;Undefined;509.80108825754974
6E_U;USD;USD;Euro FX September;5;1e-05;5;5e-05;6.25;1.0;4;2;1.0;20.0;1.0;2970.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1519.929754;1.16315;1.1632;Currency;Undefined;1306.6796372077029
6J_U;USD;USD;Japanese Yen September;7;0.0;5;0.0;6.25;1.0;4;2;1.0;20.0;1.0;3560.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1025.196518;0.006772;0.006772;Currency;Undefined;151387.55434140578
6N_U;USD;USD;New Zeland Dollar September;5;1e-05;10;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;2370.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;462.853502;0.5942;0.5943;Currency;Undefined;778.8213057378427
6S_U;USD;USD;Swiss Franc September;5;1e-05;10;5e-05;6.25;1.0;4;2;1.0;20.0;1.0;5060.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1374.31577;1.2358;1.2359;Currency;Undefined;1111.9959300914313
BZ_V;USD;USD;Brent Crude Oil October;2;0.01;2;0.01;10.0;1.0;4;2;1.0;20.0;1.0;13500.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1729.896467;66.72;66.74;Commodities;Commodities - Energy;25.919935076415946
CL_U;USD;USD;Light Sweet Crude September;2;0.01;1;0.01;10.0;1.0;4;2;1.0;20.0;1.0;13460.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1761.436661;64.05;64.06;Commodities;Commodities - Energy;27.496669700280986
CL_V;USD;USD;Light Sweet Crude October;2;0.01;1;0.01;10.0;1.0;4;2;1.0;20.0;1.0;13800.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1739.210659;63.18;63.19;Commodities;Commodities - Energy;27.523510982750437
ES_U;USD;USD;E-Mini S&P 500 September;2;0.01;25;0.25;12.5;1.0;4;2;1.0;20.0;1.0;16540.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-23:15 23:30-00:00 01:00-23:15 23:30-00:00 01:00-23:15 23:30-00:00 01:00-23:15 23:30-00:00 01:00-23:15 23:30-00:00 ;3853.267929;6401.25;6401.5;Indexes;Utilities - Regulated Electric;0.6019320360852926
GC_V;USD;USD;Gold October;1;0.1;2;0.1;10.0;1.0;4;2;1.0;20.0;1.0;18600.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;5655.63645;3373.6;3373.8;Commodities;Undefined;1.6763401653921393
HE_Q;USD;USD;Lean Hogs August;3;0.001;50;0.025;10.0;1.0;3;2;1.0;20.0;1.0;4060.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;16:30-21:05 16:30-21:05 16:30-21:05 16:30-21:05 16:30-21:05 ;469.851555;109.65;109.7;Utilities;Utilities - Diversified;4.283058842297174
HE_V;USD;USD;Lean Hogs October;3;0.001;25;0.025;10.0;1.0;4;2;1.0;20.0;1.0;3600.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;16:30-21:05 16:30-21:05 16:30-21:05 16:30-21:05 16:30-21:05 ;621.158517;91.6;91.625;Utilities;Utilities - Diversified;6.7793562564802174
HG_U;USD;USD;Copper September;4;0.0001;5;0.0005;12.5;1.0;4;2;1.0;20.0;1.0;10540.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;8023.357522;4.449;4.4495;Commodities;Commodities - Precious;1803.204297561524
