Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginRate;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;VaR_to_Ask_Ratio
BZ_N;USD;USD;Brent Crude Oil July;2;0.01;1;0.01;10.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;2162.248119;65.82;65.83;Commodities;Commodities - Energy;32.84593831080055
CL_M;USD;USD;Light Sweet Crude June;2;0.01;2;0.01;10.0;1.0;3;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;2246.733459;62.91;62.93;Commodities;Commodities - Energy;35.70210486254569
CL_N;USD;USD;Light Sweet Crude July;2;0.01;2;0.01;10.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;2208.675165;62.44;62.46;Commodities;Commodities - Energy;35.36143395773295
ES_M;USD;USD;E-Mini S&P 500 June;2;0.01;25;0.25;12.5;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;7099.917311;5907.75;5908.0;Indexes;Utilities - Regulated Electric;1.2017463288761003
GC_M;USD;USD;Gold June;1;0.1;3;0.1;10.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;10036.7655;3184.8;3185.0;Commodities;Undefined;3.151260753532182
HE_M;USD;USD;Lean Hogs June;3;0.001;50;0.025;10.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;756.358794;98.775;98.825;Utilities;Utilities - Diversified;7.653516761952947
HG_N;USD;USD;Copper July;4;0.0001;5;0.0005;12.5;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;3293.482937;4.642;4.6425;Commodities;Commodities - Precious;709.4201264404954
HO_M;USD;USD;Heating Oil June;4;0.0001;7;0.0001;4.2;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;2591.795091;2.1942;2.1948;Commodities;Undefined;1180.8798482777474
KE_N;USD;USD;Hard Red Wheat July;2;0.01;25;0.25;12.5;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;501.504791;522.75;523.0;Commodities;Commodities - Agricultural;0.9589001739961759
LE_M;USD;USD;Live Cattle June;3;0.001;50;0.025;10.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;854.694005;213.875;213.925;Commodities;Commodities - Agricultural;3.995297440691831
MBT_K;USD;USD;Bitcoin Micro May;0;1.0;25;5.0;0.5;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;345.749371;103775.0;103800.0;Crypto Currency;Undefined;0.003330918795761079
NG_M;USD;USD;Natural Gas June;3;0.001;2;0.001;10.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;1764.070046;3.46;3.462;Commodities;Commodities - Energy;509.55229520508374
NQ_M;USD;USD;E-mini Nasdaq 100 June;2;0.01;75;0.25;5.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;12362.495362;21404.25;21405.0;Indexes;Undefined;0.5775517571595421
PL_N;USD;USD;Platinum July;1;0.1;2;0.1;5.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;1144.284486;982.0;982.2;Commodities;Commodities - Precious;1.165021875381796
RB_M;USD;USD;RBOB Gasoline June;4;0.0001;5;0.0001;4.2;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;2161.648452;2.1545;2.155;Commodities;Undefined;1003.0851285382831
RTY_M;USD;USD;E-Mini Rusell 2000 Index June;1;0.1;1;0.1;5.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;2559.060592;2089.8;2089.9;Indexes;Undefined;1.2244894932771901
SI_N;USD;USD;Silver July;3;0.001;10;0.005;25.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;3640.659656;32.38;32.39;Commodities;Commodities - Precious;112.4007303488731
YM_M;USD;USD;E-Mini DJIA June;0;1.0;2;1.0;5.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;4785.013331;42118.0;42120.0;Indexes;Undefined;0.11360430510446344
ZC_N;USD;USD;Corn July;2;0.01;25;0.25;12.5;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;375.414863;444.75;445.0;Commodities;Commodities - Agricultural;0.8436289056179775
ZL_N;USD;USD;Soybean Oil July;2;0.01;2;0.01;6.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;863.262344;52.19;52.21;Commodities;Commodities - Agricultural;16.534425282512927
ZM_N;USD;USD;Soybean Meal July;1;0.1;1;0.1;10.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;380.826016;292.0;292.1;Commodities;Commodities - Agricultural;1.3037521944539538
ZN_M;USD;USD;10Y US Treasury Note June;6;1e-06;15625;0.015625;15.625;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;657.944001;109.640625;109.65625;Financial;Undefined;6.000059285266457
ZS_N;USD;USD;Soybeans July;2;0.01;50;0.25;12.5;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;639.90128;1076.0;1076.5;Commodities;Commodities - Agricultural;0.5944275708313981
FDAX_M;EUR;EUR;DAX Index June;0;1.0;4;1.0;25.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;8062.890937;23574.0;23578.0;Indexes;Undefined;0.3419667035796081
FESX_M;EUR;EUR;Euro Stoxx 50 June;0;1.0;2;1.0;10.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;803.873006;5392.0;5394.0;Indexes;Undefined;0.14903096143863553
FGBL_M;EUR;EUR;Bund June;2;0.01;2;0.01;10.0;1.0;4;2;1.0;20.0;1.0;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-2.88;-1030792151;0;5;0.0;915.261486;129.17;129.19;Indexes;Undefined;7.084615573960833
