Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginRate;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;VaR_to_Ask_Ratio
AUS200;AUD;AUD;Australian Stock Index;1;0.1;8;0.1;0.64967;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;AUD;1970.01.01 00:00;0.0;-12.04;1202590843;1;5;0.0;760.227164;8320.7;8321.5;Undefined;Undefined;0.09135698660097338
FCHI40;EUR;EUR;France 40;1;0.1;70;0.1;1.13639;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-7.89;-171798692;1;5;0.0;1198.110865;7724.9;7731.9;Undefined;Undefined;0.1549568495453899
GDAXI;EUR;EUR;Germany 40;1;0.1;7;0.1;1.13639;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-25.46;343597384;1;5;0.0;2989.269694;23578.1;23578.8;Undefined;Undefined;0.12677785527677407
NDX;USD;USD;US Tech 100;1;0.1;8;0.1;1.0;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-35.62;-171798692;1;5;0.0;4085.627561;20887.6;20888.4;Indexes;Undefined;0.19559313116370805
SPA35;EUR;EUR;Spanish IBEX35 Index;1;0.1;52;0.1;1.13639;10.0;4;2;0.1;100.0;0.1;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-15.37;2061584302;1;5;0.0;1740.357301;14131.3;14136.5;Undefined;Undefined;0.12311090446715948
AAL;USD;USD;American Airlines Group Inc;2;0.01;1;0.01;0.01;1.0;3;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;0.487171;11.2;11.21;Industrials;Airlines;0.043458608385370204
ACHC;USD;USD;Acadia Healthcare Co Inc;2;0.01;7;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;1.332277;22.49;22.56;Healthcare;Medical Care Facilities;0.05905483156028369
ADBE;USD;USD;Adobe Inc;2;0.01;23;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;7.41252;407.99;408.22;Technology;Software - Infrastructure;0.018158150017147615
ADI;USD;USD;Analog Devices Inc;2;0.01;23;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;8.081023;210.49;210.72;Technology;Semiconductors;0.03834957763857252
ADP;USD;USD;Automatic Data Processing Inc;2;0.01;36;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.0;-858993459;5;5;0.0;4.229289;321.12;321.48;Industrials;Staffing & Employment Services;0.013155683090705484
