Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginRate;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName
AUDCAD;AUD;CAD;Australian Dollar vs Canadian Dollar;5;0.000010;92;0.000010;0.724102;100000.000000;4;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;AUD;1970.01.01 00:00;0.000000;1.300000;-1717986918;1;3;0.000000;535.996261;0.889440;0.890330;Currency;Undefined
AUDCHF;AUD;CHF;Australian Dollar vs Swiss Franc;5;0.000010;200;0.000010;1.207890;100000.000000;4;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;AUD;1970.01.01 00:00;0.000000;12.600000;0;1;3;0.000000;657.182955;0.531590;0.533590;Currency;Undefined
AUDJPY;AUD;JPY;Australian Dollar vs Japanese Yen;3;0.001000;102;0.001000;0.692631;100000.000000;4;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;AUD;1970.01.01 00:00;0.000000;5.800000;-1717986918;1;3;0.000000;799.367897;93.000000;93.102000;Currency;Undefined
AUDNZD;AUD;NZD;Australian Dollar vs New Zealand Dollar;5;0.000010;283;0.000010;0.594260;100000.000000;4;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;AUD;1970.01.01 00:00;0.000000;-1.400000;858993459;1;3;0.000000;226.822867;1.082000;1.084830;Currency;Undefined
AUDUSD;AUD;USD;Australian Dollar vs US Dollar;5;0.000010;83;0.000010;1.000000;100000.000000;4;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;AUD;1970.01.01 00:00;0.000000;-2.500000;-1717986918;1;3;0.000000;747.695058;0.644080;0.644880;Currency;Undefined
CADCHF;CAD;CHF;Canadian Dollar vs Swiss Franc;5;0.000010;293;0.000010;1.207861;100000.000000;4;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;CAD;1970.01.01 00:00;0.000000;7.200000;-858993459;1;3;0.000000;554.588314;0.596930;0.599860;Currency;Undefined
CADJPY;CAD;JPY;Canadian Dollar vs Japanese Yen;3;0.001000;49;0.001000;0.692631;100000.000000;4;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;CAD;1970.01.01 00:00;0.000000;4.100000;-858993459;1;3;0.000000;842.651881;104.526000;104.575000;Currency;Undefined
CHFJPY;CHF;JPY;Swiss Frank vs Japanese Yen;3;0.001000;130;0.001000;0.692631;100000.000000;4;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;CHF;1970.01.01 00:00;0.000000;-16.500000;-1717986918;1;3;0.000000;1019.538759;174.504000;174.634000;Currency;Undefined
EURAUD;EUR;AUD;Euro vs Australian Dollar;5;0.000010;219;0.000010;0.644030;100000.000000;4;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;EUR;1970.01.01 00:00;0.000000;-13.200000;858993459;1;3;0.000000;931.385477;1.756470;1.758630;Currency;Undefined
EURCAD;EUR;CAD;Euro vs Canadian Dollar;5;0.000010;59;0.000010;0.724102;100000.000000;4;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;EUR;1970.01.01 00:00;0.000000;-4.400000;-858993459;1;3;0.000000;778.777951;1.563970;1.564560;Currency;Undefined
