Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginRate;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName
EURGBP;EUR;GBP;Euro vs Great Britain Pound ;5;0.000010;13;0.000010;1.326790;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;EUR;1970.01.01 00:00;0.000000;0.000000;0;1;3;0.000000;1110.589288;0.851600;0.851730;Currency;Undefined
EURUSD;EUR;USD;Euro vs US Dollar;5;0.000010;7;0.000010;1.000000;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;EUR;1970.01.01 00:00;0.000000;-9.700000;-858993459;1;3;0.000000;1567.046616;1.129890;1.129960;Currency;Undefined
GBPUSD;GBP;USD;Great Britan Pound vs US Dollar;5;0.000010;9;0.000010;1.000000;100000.000000;0;2;0.010000;100.000000;0.010000;0.000000;0.000000;0.000000;0.000000;GBP;1970.01.01 00:00;0.000000;0.000000;0;1;3;0.000000;1606.874682;1.326790;1.326880;Currency;Undefined
6A_M;USD;USD;Australian Dollar June;5;0.000010;10;0.000050;5.000000;1.000000;4;2;1.000000;20.000000;1.000000;0.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;0.000000;-2.880000;-1030792151;0;5;0.000000;1517.676490;0.645050;0.645150;Currency;Undefined
6B_M;USD;USD;British Pound June;4;0.000100;2;0.000100;6.250000;1.000000;4;2;1.000000;20.000000;1.000000;0.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;0.000000;-2.880000;-1030792151;0;5;0.000000;1036.269917;1.326900;1.327100;Currency;Undefined
6C_M;USD;USD;Canadian Dollar June;5;0.000010;10;0.000050;5.000000;1.000000;4;2;1.000000;20.000000;1.000000;0.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;0.000000;-2.880000;-1030792151;0;5;0.000000;665.610876;0.725150;0.725250;Currency;Undefined
6E_M;USD;USD;Euro FX June;5;0.000010;10;0.000050;6.250000;1.000000;4;2;1.000000;20.000000;1.000000;0.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;0.000000;-2.880000;-1030792151;0;5;0.000000;2206.213599;1.132900;1.133000;Currency;Undefined
6J_M;USD;USD;Japanese Yen June;7;0.000000;10;0.000000;6.250000;1.000000;4;2;1.000000;20.000000;1.000000;0.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;0.000000;-2.880000;-1030792151;0;5;0.000000;1566.862614;0.006929;0.006930;Currency;Undefined
6N_M;USD;USD;New Zeland Dollar June;5;0.000010;10;0.000050;5.000000;1.000000;4;2;1.000000;20.000000;1.000000;0.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;0.000000;-2.880000;-1030792151;0;5;0.000000;1164.307579;0.595200;0.595300;Currency;Undefined
6S_M;USD;USD;Swiss Franc June;5;0.000010;20;0.000050;6.250000;1.000000;4;2;1.000000;20.000000;1.000000;0.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;0.000000;-2.880000;-1030792151;0;5;0.000000;3478.100904;1.215800;1.216000;Currency;Undefined
BZ_N;USD;USD;Brent Crude Oil July;2;0.010000;3;0.010000;10.000000;1.000000;4;2;1.000000;20.000000;1.000000;0.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;0.000000;-2.880000;-1030792151;0;5;0.000000;3053.232076;61.410000;61.440000;Commodities;Commodities - Energy
CL_M;USD;USD;Light Sweet Crude June;2;0.010000;2;0.010000;10.000000;1.000000;4;2;1.000000;20.000000;1.000000;0.000000;0.000000;0.000000;0.000000;USD;1970.01.01 00:00;0.000000;-2.880000;-1030792151;0;5;0.000000;3184.698798;58.370000;58.390000;Commodities;Commodities - Energy
