Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;VaR_to_Ask_Ratio
EURGBP;EUR;GBP;Euro vs Great Britain Pound ;5;1e-05;6;1e-05;1.32833;100000.0;0;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-7.5;3.0;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;642.440734;0.87291;0.87297;Currency;Undefined;735.9253284763508
EURUSD;EUR;USD;Euro vs US Dollar;5;1e-05;4;1e-05;1.0;100000.0;0;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-10.3;4.1;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;938.687959;1.15955;1.15959;Currency;Undefined;809.4998740934296
GBPUSD;GBP;USD;Great Britan Pound vs US Dollar;5;1e-05;10;1e-05;1.0;100000.0;0;2;0.01;100.0;0.01;0.0;0.0;0.0;GBP;1970.01.01 00:00;1970.01.01 00:00;-4.4;-3.0;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;824.142143;1.32833;1.32843;Currency;Undefined;620.3880844304931
6A_U;USD;USD;Australian Dollar September;5;1e-05;10;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1970.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;578.960632;0.64745;0.64755;Currency;Undefined;894.0786533858391
6B_U;USD;USD;British Pound September;4;0.0001;1;0.0001;6.25;1.0;4;2;1.0;20.0;1.0;2130.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;522.820993;1.3284;1.3285;Currency;Undefined;393.54233571697404
6C_U;USD;USD;Canadian Dollar September;5;1e-05;10;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1440.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;369.84905;0.7269;0.727;Currency;Undefined;508.7332187070151
6E_U;USD;USD;Euro FX September;5;1e-05;15;5e-05;6.25;1.0;4;2;1.0;20.0;1.0;2970.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1202.668879;1.1619;1.16205;Currency;Undefined;1034.9545019577472
6J_U;USD;USD;Japanese Yen September;7;0.0;10;0.0;6.25;1.0;4;2;1.0;20.0;1.0;3560.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;776.982709;0.006816;0.006817;Currency;Undefined;113977.22003813995
6N_U;USD;USD;New Zeland Dollar September;5;1e-05;5;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;2370.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;486.988587;0.59245;0.5925;Currency;Undefined;821.9216658227848
6S_U;USD;USD;Swiss Franc September;5;1e-05;15;5e-05;6.25;1.0;4;2;1.0;20.0;1.0;5060.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1281.858665;1.2503;1.25045;Currency;Undefined;1025.1178895597584
