Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginRate;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;VaR_to_Ask_Ratio
AUS200;AUD;AUD;Australian Stock Index;1;0.1;8;0.1;0.64054;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;AUD;1970.01.01 00:00;0.0;-12.38;-858993459;1;5;0.0;1062.153114;8251.3;8252.1;Undefined;Undefined;0.12871306867342858
FCHI40;EUR;EUR;France 40;1;0.1;8;0.1;1.11106;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-8.23;-1374389534;1;5;0.0;3416.936447;7866.1;7866.9;Undefined;Undefined;0.4343434449401925
GDAXI;EUR;EUR;Germany 40;1;0.1;7;0.1;1.11107;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-25.98;-1717986918;1;5;0.0;9467.725891;23563.6;23564.3;Undefined;Undefined;0.4017826072066643
NDX;USD;USD;US Tech 100;1;0.1;8;0.1;1.0;10.0;4;2;0.01;100.0;0.01;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-35.4;1546188227;1;5;0.0;5369.159806;20764.7;20765.4;Indexes;Undefined;0.2585627922409392
SPA35;EUR;EUR;Spanish IBEX35 Index;1;0.1;52;0.1;1.11106;10.0;4;2;0.1;100.0;0.1;0.0;0.0;0.0;0.0;EUR;1970.01.01 00:00;0.0;-15.24;1030792151;1;5;0.0;3650.753294;13747.7;13752.9;Undefined;Undefined;0.26545334394927617
AAL;USD;USD;American Airlines Group Inc;2;0.01;1;0.01;0.01;1.0;3;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.4;0;5;5;0.0;0.458259;11.67;11.68;Industrials;Airlines;0.039234503424657535
ACHC;USD;USD;Acadia Healthcare Co Inc;2;0.01;2;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.4;0;5;5;0.0;1.642539;25.82;25.84;Healthcare;Medical Care Facilities;0.0635657507739938
ADBE;USD;USD;Adobe Inc;2;0.01;19;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.4;0;5;5;0.0;6.880036;395.49;395.68;Technology;Software - Infrastructure;0.01738787909421755
ADI;USD;USD;Analog Devices Inc;2;0.01;2;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.4;0;5;5;0.0;6.907113;223.03;223.05;Technology;Semiconductors;0.03096665770006725
ADP;USD;USD;Automatic Data Processing Inc;2;0.01;15;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.4;0;5;5;0.0;6.754687;308.95;309.1;Industrials;Staffing & Employment Services;0.021852756389517954
ADSK;USD;USD;Autodesk Inc;2;0.01;27;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.4;0;5;5;0.0;6.668995;292.89;293.16;Technology;Software - Application;0.022748652612907625
AKAM;USD;USD;Akamai Technologies Inc;2;0.01;33;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.4;0;5;5;0.0;3.913583;78.78;79.11;Technology;Software - Infrastructure;0.04947014283908482
ALGN;USD;USD;Align Technology Inc;2;0.01;26;0.01;0.01;1.0;4;2;1.0;100000.0;1.0;0.0;0.0;0.0;0.0;USD;1970.01.01 00:00;0.0;-7.4;0;5;5;0.0;6.687513;188.6;188.86;Healthcare;Medical Devices;0.03540989621942179
