Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1;VaR_to_Ask_Ratio;RelativeSpread_%;ATR_D1/AskPrice;ATR_W1/AskPrice;ATR_MN1/AskPrice
EURGBP;EUR;GBP;Euro vs Great Britain Pound ;5;1e-05;7.00000000000145e-05;1e-05;1.34353;100000.0;0;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-6.7;2.4;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;498.157009;0.86709;0.86716;Currency;Undefined;0.003634;0.008597;0.018601;574.4695431062319;0.008072328059414005;0.004190691452557775;0.00991397204668112;0.021450482033304116
EURUSD;EUR;USD;Euro vs US Dollar;5;1e-05;2.0000000000131024e-05;1e-05;1.0;100000.0;0;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-10.7;4.5;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;836.017707;1.16502;1.16504;Currency;Undefined;0.007661;0.019136;0.041244;717.5871274806015;0.0017166792556591209;0.006575739888759184;0.016425187118038864;0.03540135960997047
GBPUSD;GBP;USD;Great Britan Pound vs US Dollar;5;1e-05;7.00000000000145e-05;1e-05;1.0;100000.0;0;2;0.01;100.0;0.01;0.0;0.0;0.0;GBP;1970.01.01 00:00;1970.01.01 00:00;-5.4;-2.0;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;1016.167282;1.34354;1.34361;Currency;Undefined;0.008626;0.020691;0.049542;756.296307708338;0.005209845118748334;0.006420017713473404;0.015399557907428496;0.03687230669613951
6A_U;USD;USD;Australian Dollar September;5;1e-05;4.999999999999449e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1970.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;451.61147;0.65185;0.6519;Currency;Undefined;0.004229;0.011447;0.029499;692.7618806565424;0.0076698880196340675;0.0064871912870072095;0.01755944163215217;0.04525080533824206
6A_Z;USD;USD;Australian Dollar December;5;1e-05;0.00010000000000010001;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;2300.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;451.696189;0.6527;0.6528;Currency;Undefined;0.004221;0.01145;0.029532;691.9365640318626;0.01531862745099571;0.006465992647058823;0.01753982843137255;0.04523897058823529
6B_U;USD;USD;British Pound September;4;0.0001;0.00010000000000021103;0.0001;6.25;1.0;4;2;1.0;20.0;1.0;2130.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;639.556056;1.3437;1.3438;Currency;Undefined;0.008479;0.020621;0.04945;475.9309837773478;0.007441583568999183;0.006309718708141092;0.015345289477600832;0.03679863074862331
6B_Z;USD;USD;British Pound December;4;0.0001;0.00019999999999997797;0.0001;6.25;1.0;4;2;1.0;20.0;1.0;2300.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;637.821665;1.3441;1.3443;Currency;Undefined;0.008464;0.020621;0.04945;474.46378412556726;0.014877631481066574;0.006296213642788068;0.015339581938555382;0.036784943836941156
6C_U;USD;USD;Canadian Dollar September;5;1e-05;4.999999999999449e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1440.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;304.869499;0.7237;0.72375;Currency;Undefined;0.002746;0.007687;0.019664;421.2359226252159;0.006908462867011329;0.00379412780656304;0.010621070811744387;0.027169602763385148
6C_Z;USD;USD;Canadian Dollar December;5;1e-05;4.999999999999449e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1500.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;306.723566;0.7267;0.72675;Currency;Undefined;0.002764;0.007729;0.019743;422.0482504299966;0.006879944960439558;0.003803233574131407;0.010635018919848641;0.027166150670794635
6E_U;USD;USD;Euro FX September;5;1e-05;4.999999999988347e-05;5e-05;6.25;1.0;4;2;1.0;20.0;1.0;2970.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1051.405198;1.16575;1.1658;Currency;Undefined;0.00765;0.019132;0.041199;901.8744192828958;0.00428890032594643;0.00656201749871333;0.016411048207239664;0.03533968090581575
