Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1;RelativeSpread_%;ATR_D1/AskPrice;ATR_W1/AskPrice;ATR_MN1/AskPrice
EURGBP;EUR;GBP;Euro vs Great Britain Pound ;5;1e-05;4.999999999999449e-05;1e-05;1.34462;100000.0;0;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-9.0;4.5;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;457.811398;0.87375;0.8738;Currency;Undefined;0.003039;0.008118;0.018601;0.005722133211260528;0.003477912565804532;0.009290455481803616;0.02128747997253376
EURUSD;EUR;USD;Euro vs US Dollar;5;1e-05;2.999999999997449e-05;1e-05;1.0;100000.0;0;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-13.3;6.9;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;861.013993;1.17484;1.17487;Currency;Undefined;0.007713;0.018152;0.041244;0.0025534740013767048;0.00656498165754509;0.015450220024343118;0.035105160570956785
GBPUSD;GBP;USD;Great Britan Pound vs US Dollar;5;1e-05;5.0000000000105516e-05;1e-05;1.0;100000.0;0;2;0.01;100.0;0.01;0.0;0.0;0.0;GBP;1970.01.01 00:00;1970.01.01 00:00;-4.3;-3.2;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;1020.794522;1.34452;1.34457;Currency;Undefined;0.008689;0.021054;0.049542;0.0037186609845605294;0.0064622890589556515;0.015658537673754434;0.0368459804993418
6A_Z;USD;USD;Australian Dollar December;5;1e-05;4.999999999999449e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;2300.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;450.025474;0.65745;0.6575;Currency;Undefined;0.004568;0.011611;0.029532;0.0076045627376417485;0.006947528517110267;0.017659315589353613;0.044915589353612166
6B_Z;USD;USD;British Pound December;4;0.0001;9.999999999998899e-05;0.0001;6.25;1.0;4;2;1.0;20.0;1.0;2300.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;636.274172;1.3446;1.3447;Currency;Undefined;0.008471;0.020936;0.04945;0.007436602959767159;0.006299546367219453;0.015569271956570239;0.03677400163605265
6C_Z;USD;USD;Canadian Dollar December;5;1e-05;4.999999999999449e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1500.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;272.911182;0.72035;0.7204;Currency;Undefined;0.002811;0.007232;0.019743;0.006940588561909285;0.00390199888950583;0.010038867295946696;0.027405607995558023
6E_Z;USD;USD;Euro FX December;5;1e-05;9.999999999998899e-05;5e-05;6.25;1.0;4;2;1.0;20.0;1.0;4200.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1080.80055;1.17995;1.18005;Currency;Undefined;0.007711;0.0182;0.041421;0.008474217194185753;0.006534468878437354;0.01542307529341977;0.03510105504004067
6J_Z;JPY;USD;Japanese Yen December;7;0.0;0.0;0.0;6.25;1.0;4;2;1.0;20.0;1.0;3900.0;0.0;0.0;JPY;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;597.176557;0.006783;0.006783;Currency;Undefined;4.8e-05;0.000122;0.000346;0.0;0.007076514816452897;0.01798614182515111;0.051009877635264635
6N_Z;USD;USD;New Zeland Dollar December;5;1e-05;4.999999999999449e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;2100.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;538.909383;0.58025;0.5803;Currency;Undefined;0.004561;0.011725;0.029221;0.008616232982938909;0.007859727727037738;0.020205066344993965;0.05035498879889712
6S_Z;USD;USD;Swixx Franc December;5;1e-05;0.00010000000000021103;5e-05;6.25;1.0;4;2;1.0;20.0;1.0;5500.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1303.147467;1.26605;1.26615;Currency;Undefined;0.008225;0.018957;0.038893;0.007897958377776015;0.006496070765707064;0.014972159696718399;0.030717529518619432
