Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1;RelativeSpread_%;ATR_D1/AskPrice;ATR_W1/AskPrice;ATR_MN1/AskPrice
6A_Z;USD;USD;Australian Dollar December;5;1e-05;4.999999999999449e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;2300.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;427.607122;0.6607;0.66075;Currency;Undefined;0.005125;0.011607;0.029532;0.007567158531970412;0.007756337495270527;0.017566401816118047;0.04469466515323496
6B_Z;USD;USD;British Pound December;4;0.0001;0.00010000000000021103;0.0001;6.25;1.0;4;2;1.0;20.0;1.0;2300.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;570.131369;1.3518;1.3519;Currency;Undefined;0.009371;0.021129;0.04945;0.007396996819306977;0.006931725719357941;0.015629114579480727;0.03657814927139581
6C_Z;USD;USD;Canadian Dollar December;5;1e-05;5.0000000000105516e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1500.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;275.723168;0.7263;0.72635;Currency;Undefined;0.002989;0.007361;0.019743;0.006883733737193572;0.004115096028085633;0.01013423280787499;0.02718111103462518
6E_Z;USD;USD;Euro FX December;5;1e-05;9.999999999998899e-05;5e-05;6.25;1.0;4;2;1.0;20.0;1.0;4200.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1047.174266;1.1856;1.1857;Currency;Undefined;0.007861;0.018171;0.041421;0.00843383655224669;0.006629838913721852;0.015325124399089146;0.034933794383064855
6J_Z;JPY;USD;Japanese Yen December;7;0.0;1.999999999999398e-06;0.0;6.25;1.0;4;2;1.0;20.0;1.0;3900.0;0.0;0.0;JPY;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;543.658413;0.006825;0.006827;Currency;Undefined;5.6e-05;0.000123;0.000346;0.02929544455836236;0.00820272447634393;0.018016698403398274;0.050681119085982135
6N_Z;USD;USD;New Zeland Dollar December;5;1e-05;4.999999999999449e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;2100.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;514.229801;0.58875;0.5888;Currency;Undefined;0.005261;0.011807;0.029221;0.008491847826086021;0.008935122282608695;0.02005264945652174;0.04962805706521739
6S_Z;USD;USD;Swixx Franc December;5;1e-05;0.00014999999999987246;5e-05;6.25;1.0;4;2;1.0;20.0;1.0;5500.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1261.33066;1.27435;1.2745;Currency;Undefined;0.009136;0.018804;0.038893;0.011769321302461552;0.007168301294625343;0.014754021184778346;0.030516280894468416
BZ_X;USD;USD;Brent Crude Oil November;2;0.01;0.01999999999999602;0.01;10.0;1.0;4;2;1.0;20.0;1.0;13100.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1480.960845;66.54;66.56;Commodities;Commodities - Energy;1.465714;4.137143;8.029286;0.030048076923070946;0.022020943509615382;0.062156595552884615;0.12063230168269232
BZ_Z;USD;USD;Brent Crude Oil December;2;0.01;0.01999999999999602;0.01;10.0;1.0;4;2;1.0;20.0;1.0;13400.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1454.055488;65.95;65.97;Commodities;Commodities - Energy;1.429286;3.566429;7.472143;0.030316810671511325;0.02166569652872518;0.05406137638320448;0.11326577232075186
CL_X;USD;USD;Light Sweet Crude November;2;0.01;0.00999999999999801;0.01;10.0;1.0;4;2;1.0;20.0;1.0;12700.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1518.016175;62.28;62.29;Commodities;Commodities - Energy;1.455;4.137143;7.797143;0.01605394124257186;0.0233584845079467;0.06641745063413068;0.12517487558195536
