Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1;RelativeSpread_%;ATR_D1/AskPrice;ATR_W1/AskPrice;ATR_MN1/AskPrice
6A_Z;USD;USD;Australian Dollar December;5;1e-05;9.999999999998899e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;2300.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;423.685548;0.66055;0.66065;Currency;Undefined;0.004779;0.011607;0.029532;0.015136607886171043;0.007233784908801938;0.017569060773480662;0.04470143040944524
6B_Z;USD;USD;British Pound December;4;0.0001;0.00019999999999997797;0.0001;6.25;1.0;4;2;1.0;20.0;1.0;2300.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;553.391253;1.3527;1.3529;Currency;Undefined;0.008357;0.021129;0.04945;0.01478305861482578;0.006177101042205632;0.015617562273634414;0.036551112425160764
6C_Z;USD;USD;Canadian Dollar December;5;1e-05;4.999999999999449e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1500.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;278.900632;0.72555;0.7256;Currency;Undefined;0.002929;0.007361;0.019743;0.0068908489525902;0.004036659316427784;0.010144707828004411;0.02720920617420066
6E_Z;USD;USD;Euro FX December;5;1e-05;9.999999999998899e-05;5e-05;6.25;1.0;4;2;1.0;20.0;1.0;4200.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;950.239428;1.1871;1.1872;Currency;Undefined;0.007664;0.018171;0.041421;0.008423180592990985;0.006455525606469003;0.015305761455525606;0.03488965633423181
6J_Z;JPY;USD;Japanese Yen December;7;0.0;1.0000000000001327e-06;0.0;6.25;1.0;4;2;1.0;20.0;1.0;3900.0;0.0;0.0;JPY;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;521.285985;0.006829;0.00683;Currency;Undefined;5.2e-05;0.000123;0.000346;0.014641288433384081;0.007613469985358711;0.01800878477306003;0.050658857979502196
6N_Z;USD;USD;New Zeland Dollar December;5;1e-05;9.999999999998899e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;2100.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;509.35566;0.58755;0.58765;Currency;Undefined;0.004968;0.011807;0.029221;0.017016931847186077;0.008454011741682975;0.020091891431974814;0.04972517655066792
6S_Z;USD;USD;Swixx Franc December;5;1e-05;9.999999999998899e-05;5e-05;6.25;1.0;4;2;1.0;20.0;1.0;5500.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1226.695028;1.2759;1.276;Currency;Undefined;0.009032;0.018804;0.038893;0.007836990595610422;0.007078369905956113;0.014736677115987461;0.030480407523510968
BZ_X;USD;USD;Brent Crude Oil November;2;0.01;0.01999999999999602;0.01;10.0;1.0;4;2;1.0;20.0;1.0;13100.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1466.182862;67.86;67.88;Commodities;Commodities - Energy;1.454286;4.137143;8.029286;0.029463759575716002;0.021424366529169122;0.06094789334119034;0.11828647613435476
BZ_Z;USD;USD;Brent Crude Oil December;2;0.01;0.029999999999986926;0.01;10.0;1.0;4;2;1.0;20.0;1.0;13400.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1438.651646;67.18;67.21;Commodities;Commodities - Energy;1.419286;3.566429;7.472143;0.04463621484896136;0.02111718494271686;0.05306396369587859;0.11117606011010267
CL_X;USD;USD;Light Sweet Crude November;2;0.01;0.00999999999999801;0.01;10.0;1.0;4;2;1.0;20.0;1.0;12700.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1500.574545;63.65;63.66;Commodities;Commodities - Energy;1.447143;4.137143;7.797143;0.01570845114671381;0.022732375117813387;0.06498810870248194;0.12248103989946592
