Symbol;BaseCurrency;QuoteCurrency;Description;Digits;Point;Spread;TickSize;TickValue;TradeContractSize;TradeMode;TradeExecutionMode;VolumeMin;VolumeMax;VolumeStep;MarginInitial;MarginMaintenance;MarginHedged;MarginCurrency;StartDate;ExpirationDate;SwapLong;SwapShort;SwapType;Swap3Days;TradeSessions;VaR_1_Lot;BidPrice;AskPrice;SectorName;IndustryName;ATR_D1;ATR_W1;ATR_MN1;VaR_to_Ask_Ratio;RelativeSpread_%;ATR_D1/AskPrice;ATR_W1/AskPrice;ATR_MN1/AskPrice
EURGBP;EUR;GBP;Euro vs Great Britain Pound ;5;1e-05;7.00000000000145e-05;1e-05;1.34388;100000.0;0;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-6.8;2.3;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;511.705595;0.86744;0.86751;Currency;Undefined;0.003556;0.008597;0.018601;589.8555578610045;0.008069071249900807;0.004099088194948762;0.009909972219340412;0.021441827759910548
EURUSD;EUR;USD;Euro vs US Dollar;5;1e-05;1.999999999990898e-05;1e-05;1.0;100000.0;0;2;0.01;100.0;0.01;0.0;0.0;0.0;EUR;1970.01.01 00:00;1970.01.01 00:00;-10.7;4.4;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;891.170294;1.16578;1.1658;Currency;Undefined;0.007733;0.019136;0.041244;764.4281128838567;0.0017155601303747625;0.006633213244124207;0.01641447932750043;0.03537828100874936
GBPUSD;GBP;USD;Great Britan Pound vs US Dollar;5;1e-05;8.999999999992347e-05;1e-05;1.0;100000.0;0;2;0.01;100.0;0.01;0.0;0.0;0.0;GBP;1970.01.01 00:00;1970.01.01 00:00;-5.5;-2.0;1;3;00:05-00:00 00:04-00:00 00:04-00:00 00:04-00:00 00:04-23:55 ;1021.288152;1.34389;1.34398;Currency;Undefined;0.008261;0.020691;0.049542;759.8983258679444;0.0066965282221404685;0.006146668849238828;0.01539531838271403;0.03686215568684058
6A_U;USD;USD;Australian Dollar September;5;1e-05;4.999999999999449e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1970.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;458.824225;0.6542;0.65425;Currency;Undefined;0.004471;0.011447;0.029499;701.2980129919756;0.007642338555597171;0.006833779136415743;0.01749636988918609;0.04508826901031716
6A_Z;USD;USD;Australian Dollar December;5;1e-05;9.999999999998899e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;2300.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;458.936385;0.6551;0.6552;Currency;Undefined;0.004468;0.01145;0.029532;700.452358058608;0.015262515262513581;0.006819291819291819;0.017475579975579976;0.04507326007326007
6B_U;USD;USD;British Pound September;4;0.0001;9.999999999998899e-05;0.0001;6.25;1.0;4;2;1.0;20.0;1.0;2130.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;643.410398;1.3441;1.3442;Currency;Undefined;0.008114;0.020621;0.04945;478.6567460199375;0.007439369141495981;0.006036304121410504;0.015340723106680554;0.03678768040470168
6B_Z;USD;USD;British Pound December;4;0.0001;0.00019999999999997797;0.0001;6.25;1.0;4;2;1.0;20.0;1.0;2300.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;642.079353;1.3445;1.3447;Currency;Undefined;0.0081;0.020621;0.04945;477.4889216925708;0.014873205919534317;0.006023648397412062;0.015335018963337547;0.03677400163605265
6C_U;USD;USD;Canadian Dollar September;5;1e-05;4.999999999999449e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1440.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;311.871754;0.72515;0.7252;Currency;Undefined;0.002925;0.007687;0.019664;430.0493022614452;0.00689464975179185;0.004033370104798676;0.010599834528405959;0.027115278543849975
6C_Z;USD;USD;Canadian Dollar December;5;1e-05;4.999999999999449e-05;5e-05;5.0;1.0;4;2;1.0;20.0;1.0;1500.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;313.710742;0.7282;0.72825;Currency;Undefined;0.002946;0.007729;0.019743;430.7734184689324;0.006865774116030827;0.004045314109165809;0.01061311362856162;0.02711019567456231
6E_U;USD;USD;Euro FX September;5;1e-05;9.999999999998899e-05;5e-05;6.25;1.0;4;2;1.0;20.0;1.0;2970.0;0.0;0.0;USD;1970.01.01 00:00;1970.01.01 00:00;-2.88;-0.22;0;5;01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 01:00-00:00 ;1121.508871;1.16665;1.16675;Currency;Undefined;0.007721;0.019132;0.041199;961.2246590957787;0.008570816370258324;0.006617527319477181;0.01639768587958003;0.035310906363831156
